0.000000	0.235679	0.250494	
0.189438	0.862711	0.280501	
0.609682	0.091409	0.024659	
0.846285	0.606813	0.560092	
0.232494	0.643805	0.094170	
0.120167	0.877591	0.398389	
0.052439	0.996996	0.008276	
0.202532	0.801047	0.375534	
0.620096	0.523365	0.423359	
0.814531	0.812516	0.206002	
0.892466	0.054389	0.245589	
0.274726	0.834683	0.815572	
0.873306	0.847503	0.599114	
0.849047	0.632287	0.951319	
0.947005	0.202445	0.032209	
0.002606	0.639011	0.057633	
0.563110	0.337380	0.722076	
0.339910	0.420895	0.613883	
0.783404	0.536335	0.158429	
0.019225	0.837632	0.234605	
0.852614	0.387662	0.503120	
0.383761	0.064870	0.767967	
0.347533	0.343574	0.411642	
0.979443	0.633841	0.723038	
0.978982	0.106402	0.113204	
0.707236	0.903314	0.363527	
0.070092	0.155398	0.420717	
0.560355	0.076247	0.218695	
0.748483	0.994947	0.085388	
0.688595	0.214239	0.848959	
0.728365	0.686622	0.791104	
0.446534	0.875867	0.545265	
0.679927	0.949704	0.163107	
0.855334	0.287034	0.615486	
0.865587	0.669289	0.723622	
0.589284	0.393600	0.960332	
0.339252	0.598050	0.802990	
0.682166	0.930558	0.238096	
0.628062	0.635335	0.606271	
0.086364	0.320836	0.479930	
0.657699	0.017090	0.813079	
0.460141	0.033419	0.017394	
0.959353	0.989189	0.821061	
0.006175	0.828127	0.683743	
0.348557	0.542043	0.968190	
0.200066	0.011705	0.851971	
0.020933	0.601807	0.687678	
0.688831	0.310216	0.822402	
0.905322	0.996261	0.348142	
0.813494	0.367022	0.071066	
0.049238	0.131728	0.956226	
0.619570	0.822234	0.735032	
0.110530	0.226963	0.739491	
0.806329	0.217349	0.204487	
0.257290	0.434897	0.048081	
0.783171	0.470003	0.042358	
0.492471	0.573050	0.812517	
0.609838	0.723977	0.719962	
0.258470	0.818383	0.467166	
0.536589	0.603620	0.560000	
0.360485	0.575687	0.017627	
0.959085	0.187808	0.106489	
0.110232	0.006823	0.427412	
0.689779	0.172406	0.769722	
0.823992	0.851621	0.314871	
0.705530	0.861407	0.139677	
0.675391	0.071523	0.132456	
0.092454	0.129336	0.293233	
0.411288	0.447836	0.060938	
0.519556	0.470857	0.669787	
0.237221	0.094581	0.511771	
0.924649	0.371789	0.691139	
0.700251	0.095700	0.551473	
0.933116	0.052928	0.334083	
0.130662	0.566790	0.869703	
0.938790	0.921525	0.618564	
0.102912	0.639600	0.149710	
0.002214	0.109139	0.447156	
0.629950	0.925275	0.252246	
0.316996	0.093563	0.626983	
0.552810	0.766999	0.435446	
0.504063	0.997173	0.312127	
0.787535	0.617377	0.556657	
0.815358	0.489353	0.509576	
0.599877	0.033684	0.328752	
0.143817	0.088296	0.550236	
0.735196	0.661840	0.546173	
0.906355	0.167779	0.166611	
0.788948	0.321733	0.347213	
0.178385	0.255921	0.763381	
0.351030	0.515819	0.365840	
0.267604	0.821322	0.851540	
0.899571	0.672965	0.363648	
0.208145	0.314006	0.253589	
0.789357	0.196079	0.553910	
0.280494	0.494385	0.719388	
0.329424	0.420130	0.244668	
0.940998	0.436518	0.397373	
0.044580	0.923999	0.964305	
0.670953	0.072655	0.463467	
0.734092	0.800435	0.470965	
0.406342	0.214581	0.833276	
0.151013	0.077528	0.375713	
0.935300	0.359461	0.121810	
0.335628	0.445634	0.093277	
0.434900	0.067802	0.780716	
0.417052	0.657879	0.778630	
0.941496	0.618602	0.273515	
0.723245	0.348585	0.977863	
0.133687	0.470121	0.877704	
0.322296	0.316577	0.199477	
0.641187	0.053594	0.556241	
0.507899	0.799174	0.953643	
0.610355	0.194308	0.352151	
0.121389	0.308402	0.381366	
0.846502	0.665621	0.764727	
0.156664	0.864268	0.230650	
0.902613	0.161393	0.809245	
0.355285	0.278617	0.494340	
0.083986	0.848393	0.811166	
0.142401	0.871786	0.559626	
0.368972	0.678516	0.623248	
0.775621	0.703914	0.054116	
0.057454	0.887188	0.556483	
0.473704	0.831621	0.109628	
0.918126	0.342430	0.230300	
0.243473	0.218396	0.066876	
0.615295	0.289929	0.292581	
